sample_id value control batch marker type flagged_batch batch_effect cols
PTLG030_IFNa_LPS_Control_1 0.5537832608113475 IFNa_LPS_Control_1 PTLG030 Tbet -MFI none 0 #AEAEAE
PTLG030_IFNa_LPS_Control_2 0.6486106282058614 IFNa_LPS_Control_2 PTLG030 Tbet -MFI none 0 #AEAEAE
PTLG030_Unstim_Control_1 0.6383159276706794 Unstim_Control_1 PTLG030 Tbet -MFI none 0 #AEAEAE
PTLG030_Unstim_Control_2 0.713153896887912 Unstim_Control_2 PTLG030 Tbet -MFI none 0 #AEAEAE
PTLG031_IFNa_LPS_Control_1 0.6570081530444598 IFNa_LPS_Control_1 PTLG031 Tbet -MFI none 0 #AEAEAE
PTLG031_IFNa_LPS_Control_2 0.7784220412532854 IFNa_LPS_Control_2 PTLG031 Tbet -MFI none 0 #AEAEAE
PTLG031_Unstim_Control_1 0.7572330646383576 Unstim_Control_1 PTLG031 Tbet -MFI none 0 #AEAEAE
PTLG031_Unstim_Control_2 0.8518550736576425 Unstim_Control_2 PTLG031 Tbet -MFI none 0 #AEAEAE
PTLG032_IFNa_LPS_Control_1 0.7004685663169138 IFNa_LPS_Control_1 PTLG032 Tbet -MFI none 0 #AEAEAE
PTLG032_IFNa_LPS_Control_2 0.7785613343955783 IFNa_LPS_Control_2 PTLG032 Tbet -MFI none 0 #AEAEAE
PTLG032_Unstim_Control_1 0.7762182122798329 Unstim_Control_1 PTLG032 Tbet -MFI none 0 #AEAEAE
PTLG032_Unstim_Control_2 0.8711050534222828 Unstim_Control_2 PTLG032 Tbet -MFI none 0 #AEAEAE
PTLG033_IFNa_LPS_Control_1 0.49539381653108183 IFNa_LPS_Control_1 PTLG033 Tbet -MFI none 0 #AEAEAE
PTLG033_IFNa_LPS_Control_2 0.5413078233426203 IFNa_LPS_Control_2 PTLG033 Tbet -MFI none 0 #AEAEAE
PTLG033_Unstim_Control_1 0.48446532376284945 Unstim_Control_1 PTLG033 Tbet -MFI none 0 #AEAEAE
PTLG033_Unstim_Control_2 0.6104747336183705 Unstim_Control_2 PTLG033 Tbet -MFI none 0 #AEAEAE
PTLG034_IFNa_LPS_Control_1 0.4426900726244258 IFNa_LPS_Control_1 PTLG034 Tbet -MFI none 0 #AEAEAE
PTLG034_IFNa_LPS_Control_2 0.5226363972516729 IFNa_LPS_Control_2 PTLG034 Tbet -MFI none 0 #AEAEAE
PTLG034_Unstim_Control_1 0.43197963218585134 Unstim_Control_1 PTLG034 Tbet -MFI none 0 #AEAEAE
PTLG034_Unstim_Control_2 0.5370083268907423 Unstim_Control_2 PTLG034 Tbet -MFI none 0 #AEAEAE
PTLG021_IFNa_LPS_Control_1 0.003502028914024031 IFNa_LPS_Control_1 PTLG021 FoxP3 -MFI none 0 #AEAEAE
PTLG021_IFNa_LPS_Control_2 0.008524327307297363 IFNa_LPS_Control_2 PTLG021 FoxP3 -MFI none 0 #AEAEAE
PTLG021_Unstim_Control_1 0.0053246671181668035 Unstim_Control_1 PTLG021 FoxP3 -MFI none 0 #AEAEAE
PTLG021_Unstim_Control_2 0.007865027089944675 Unstim_Control_2 PTLG021 FoxP3 -MFI none 0 #AEAEAE
PTLG025_IFNa_LPS_Control_1 0 IFNa_LPS_Control_1 PTLG025 FoxP3 -MFI none 0 #AEAEAE
PTLG025_IFNa_LPS_Control_2 0 IFNa_LPS_Control_2 PTLG025 FoxP3 -MFI none 0 #AEAEAE
PTLG025_Unstim_Control_1 0 Unstim_Control_1 PTLG025 FoxP3 -MFI none 0 #AEAEAE
PTLG025_Unstim_Control_2 0 Unstim_Control_2 PTLG025 FoxP3 -MFI none 0 #AEAEAE
PTLG026_IFNa_LPS_Control_1 0.007312136917987882 IFNa_LPS_Control_1 PTLG026 FoxP3 -MFI none 0 #AEAEAE
PTLG026_IFNa_LPS_Control_2 0.012562692525253058 IFNa_LPS_Control_2 PTLG026 FoxP3 -MFI none 0 #AEAEAE
PTLG026_Unstim_Control_1 0.007860145248116927 Unstim_Control_1 PTLG026 FoxP3 -MFI none 0 #AEAEAE
PTLG026_Unstim_Control_2 0.010730963628746962 Unstim_Control_2 PTLG026 FoxP3 -MFI none 0 #AEAEAE
PTLG027_IFNa_LPS_Control_1 0 IFNa_LPS_Control_1 PTLG027 FoxP3 -MFI none 0 #AEAEAE
PTLG027_IFNa_LPS_Control_2 0.0021951563721467303 IFNa_LPS_Control_2 PTLG027 FoxP3 -MFI none 0 #AEAEAE
PTLG027_Unstim_Control_1 0 Unstim_Control_1 PTLG027 FoxP3 -MFI none 0 #AEAEAE
PTLG027_Unstim_Control_2 0.0018435808631268192 Unstim_Control_2 PTLG027 FoxP3 -MFI none 0 #AEAEAE
PTLG028_IFNa_LPS_Control_1 0 IFNa_LPS_Control_1 PTLG028 FoxP3 -MFI none 0 #AEAEAE
PTLG028_IFNa_LPS_Control_2 0 IFNa_LPS_Control_2 PTLG028 FoxP3 -MFI none 0 #AEAEAE
PTLG028_Unstim_Control_1 0 Unstim_Control_1 PTLG028 FoxP3 -MFI none 0 #AEAEAE
PTLG028_Unstim_Control_2 0 Unstim_Control_2 PTLG028 FoxP3 -MFI none 0 #AEAEAE
PTLG030_IFNa_LPS_Control_1 0 IFNa_LPS_Control_1 PTLG030 FoxP3 -MFI none 0 #AEAEAE
PTLG030_IFNa_LPS_Control_2 0 IFNa_LPS_Control_2 PTLG030 FoxP3 -MFI none 0 #AEAEAE
PTLG030_Unstim_Control_1 0 Unstim_Control_1 PTLG030 FoxP3 -MFI none 0 #AEAEAE
PTLG030_Unstim_Control_2 0 Unstim_Control_2 PTLG030 FoxP3 -MFI none 0 #AEAEAE
PTLG031_IFNa_LPS_Control_1 0.009952498581007888 IFNa_LPS_Control_1 PTLG031 FoxP3 -MFI none 0 #AEAEAE
PTLG031_IFNa_LPS_Control_2 0.012599746544856644 IFNa_LPS_Control_2 PTLG031 FoxP3 -MFI none 0 #AEAEAE
PTLG031_Unstim_Control_1 0.0098921309887497 Unstim_Control_1 PTLG031 FoxP3 -MFI none 0 #AEAEAE
PTLG031_Unstim_Control_2 0.011806274854204313 Unstim_Control_2 PTLG031 FoxP3 -MFI none 0 #AEAEAE
PTLG032_IFNa_LPS_Control_1 0.004181723030062995 IFNa_LPS_Control_1 PTLG032 FoxP3 -MFI none 0 #AEAEAE
PTLG032_IFNa_LPS_Control_2 0.006312396551992064 IFNa_LPS_Control_2 PTLG032 FoxP3 -MFI none 0 #AEAEAE
PTLG032_Unstim_Control_1 0.003867152752741467 Unstim_Control_1 PTLG032 FoxP3 -MFI none 0 #AEAEAE
PTLG032_Unstim_Control_2 0.005731218597697577 Unstim_Control_2 PTLG032 FoxP3 -MFI none 0 #AEAEAE
PTLG033_IFNa_LPS_Control_1 0.0013122892431502173 IFNa_LPS_Control_1 PTLG033 FoxP3 -MFI none 0 #AEAEAE
PTLG033_IFNa_LPS_Control_2 0.0077883786092745495 IFNa_LPS_Control_2 PTLG033 FoxP3 -MFI none 0 #AEAEAE
PTLG033_Unstim_Control_1 0 Unstim_Control_1 PTLG033 FoxP3 -MFI none 0 #AEAEAE
PTLG033_Unstim_Control_2 0.005518389424623876 Unstim_Control_2 PTLG033 FoxP3 -MFI none 0 #AEAEAE
PTLG034_IFNa_LPS_Control_1 0 IFNa_LPS_Control_1 PTLG034 FoxP3 -MFI none 0 #AEAEAE
PTLG034_IFNa_LPS_Control_2 0.0034513330486156692 IFNa_LPS_Control_2 PTLG034 FoxP3 -MFI none 0 #AEAEAE
PTLG034_Unstim_Control_1 0 Unstim_Control_1 PTLG034 FoxP3 -MFI none 0 #AEAEAE
PTLG034_Unstim_Control_2 0 Unstim_Control_2 PTLG034 FoxP3 -MFI none 0 #AEAEAE
PTLG021_IFNa_LPS_Control_1 0 IFNa_LPS_Control_1 PTLG021 IkB -MFI none 0 #AEAEAE
PTLG021_IFNa_LPS_Control_2 0.01672275950242674 IFNa_LPS_Control_2 PTLG021 IkB -MFI none 0 #AEAEAE
PTLG021_Unstim_Control_1 0.1370509793371033 Unstim_Control_1 PTLG021 IkB -MFI none 0 #AEAEAE
PTLG021_Unstim_Control_2 0.15650511769863945 Unstim_Control_2 PTLG021 IkB -MFI none 0 #AEAEAE
PTLG025_IFNa_LPS_Control_1 0 IFNa_LPS_Control_1 PTLG025 IkB -MFI none 0 #AEAEAE
PTLG025_IFNa_LPS_Control_2 0 IFNa_LPS_Control_2 PTLG025 IkB -MFI none 0 #AEAEAE
PTLG025_Unstim_Control_1 0.1025531484298108 Unstim_Control_1 PTLG025 IkB -MFI none 0 #AEAEAE
PTLG025_Unstim_Control_2 0.12322317898431019 Unstim_Control_2 PTLG025 IkB -MFI none 0 #AEAEAE
PTLG026_IFNa_LPS_Control_1 0 IFNa_LPS_Control_1 PTLG026 IkB -MFI none 0 #AEAEAE
PTLG026_IFNa_LPS_Control_2 0.014315934233444 IFNa_LPS_Control_2 PTLG026 IkB -MFI none 0 #AEAEAE
PTLG026_Unstim_Control_1 0.10984810672228973 Unstim_Control_1 PTLG026 IkB -MFI none 0 #AEAEAE
PTLG026_Unstim_Control_2 0.13464992543981974 Unstim_Control_2 PTLG026 IkB -MFI none 0 #AEAEAE
PTLG027_IFNa_LPS_Control_1 0 IFNa_LPS_Control_1 PTLG027 IkB -MFI none 0 #AEAEAE
PTLG027_IFNa_LPS_Control_2 0 IFNa_LPS_Control_2 PTLG027 IkB -MFI none 0 #AEAEAE
PTLG027_Unstim_Control_1 0.10490066099737204 Unstim_Control_1 PTLG027 IkB -MFI none 0 #AEAEAE
PTLG027_Unstim_Control_2 0.1313404960130779 Unstim_Control_2 PTLG027 IkB -MFI none 0 #AEAEAE
PTLG028_IFNa_LPS_Control_1 0 IFNa_LPS_Control_1 PTLG028 IkB -MFI none 0 #AEAEAE
PTLG028_IFNa_LPS_Control_2 0.008482767981211357 IFNa_LPS_Control_2 PTLG028 IkB -MFI none 0 #AEAEAE
PTLG028_Unstim_Control_1 0.12511310226363326 Unstim_Control_1 PTLG028 IkB -MFI none 0 #AEAEAE
PTLG028_Unstim_Control_2 0.14094037926138175 Unstim_Control_2 PTLG028 IkB -MFI none 0 #AEAEAE
PTLG030_IFNa_LPS_Control_1 0 IFNa_LPS_Control_1 PTLG030 IkB -MFI none 0 #AEAEAE
PTLG030_IFNa_LPS_Control_2 0 IFNa_LPS_Control_2 PTLG030 IkB -MFI none 0 #AEAEAE
PTLG030_Unstim_Control_1 0.1197511325771111 Unstim_Control_1 PTLG030 IkB -MFI none 0 #AEAEAE
PTLG030_Unstim_Control_2 0.136303136139965 Unstim_Control_2 PTLG030 IkB -MFI none 0 #AEAEAE
PTLG031_IFNa_LPS_Control_1 0.02450444430568606 IFNa_LPS_Control_1 PTLG031 IkB -MFI PTLG031 1 #8E000C
PTLG031_IFNa_LPS_Control_2 0.05803226079904678 IFNa_LPS_Control_2 PTLG031 IkB -MFI none 0 #AEAEAE
PTLG031_Unstim_Control_1 0.1479319147500884 Unstim_Control_1 PTLG031 IkB -MFI none 0 #AEAEAE
PTLG031_Unstim_Control_2 0.17159274129175323 Unstim_Control_2 PTLG031 IkB -MFI none 0 #AEAEAE
PTLG032_IFNa_LPS_Control_1 0 IFNa_LPS_Control_1 PTLG032 IkB -MFI none 0 #AEAEAE
PTLG032_IFNa_LPS_Control_2 0.0341142359430036 IFNa_LPS_Control_2 PTLG032 IkB -MFI none 0 #AEAEAE
PTLG032_Unstim_Control_1 0.13529047070517067 Unstim_Control_1 PTLG032 IkB -MFI none 0 #AEAEAE
PTLG032_Unstim_Control_2 0.15759834657039837 Unstim_Control_2 PTLG032 IkB -MFI none 0 #AEAEAE
PTLG033_IFNa_LPS_Control_1 0.008892036023321942 IFNa_LPS_Control_1 PTLG033 IkB -MFI PTLG033 1 #8E000C
PTLG033_IFNa_LPS_Control_2 0.03731882636439837 IFNa_LPS_Control_2 PTLG033 IkB -MFI none 0 #AEAEAE
PTLG033_Unstim_Control_1 0.1512897136341616 Unstim_Control_1 PTLG033 IkB -MFI none 0 #AEAEAE
PTLG033_Unstim_Control_2 0.18644549930233184 Unstim_Control_2 PTLG033 IkB -MFI none 0 #AEAEAE
PTLG034_IFNa_LPS_Control_1 0 IFNa_LPS_Control_1 PTLG034 IkB -MFI none 0 #AEAEAE
PTLG034_IFNa_LPS_Control_2 0.01859090971328272 IFNa_LPS_Control_2 PTLG034 IkB -MFI none 0 #AEAEAE
PTLG034_Unstim_Control_1 0.13385837343580598 Unstim_Control_1 PTLG034 IkB -MFI none 0 #AEAEAE
PTLG034_Unstim_Control_2 0.1610113533118673 Unstim_Control_2 PTLG034 IkB -MFI none 0 #AEAEAE
PTLG021_IFNa_LPS_Control_1 0 IFNa_LPS_Control_1 PTLG021 CD16 -MFI none 0 #AEAEAE
PTLG021_IFNa_LPS_Control_2 0 IFNa_LPS_Control_2 PTLG021 CD16 -MFI none 0 #AEAEAE
PTLG021_Unstim_Control_1 0 Unstim_Control_1 PTLG021 CD16 -MFI none 0 #AEAEAE
PTLG021_Unstim_Control_2 0 Unstim_Control_2 PTLG021 CD16 -MFI none 0 #AEAEAE
PTLG025_IFNa_LPS_Control_1 0.03723537526465774 IFNa_LPS_Control_1 PTLG025 CD16 -MFI none 0 #AEAEAE
PTLG025_IFNa_LPS_Control_2 0.02853473310133444 IFNa_LPS_Control_2 PTLG025 CD16 -MFI none 0 #AEAEAE
PTLG025_Unstim_Control_1 0.04544781362960684 Unstim_Control_1 PTLG025 CD16 -MFI none 0 #AEAEAE
PTLG025_Unstim_Control_2 0.010622458067320586 Unstim_Control_2 PTLG025 CD16 -MFI none 0 #AEAEAE
PTLG026_IFNa_LPS_Control_1 0.12740190987778185 IFNa_LPS_Control_1 PTLG026 CD16 -MFI PTLG026 1 #8E000C
PTLG026_IFNa_LPS_Control_2 0.12797487908013222 IFNa_LPS_Control_2 PTLG026 CD16 -MFI PTLG026 1 #8E000C
PTLG026_Unstim_Control_1 0.14890515306099655 Unstim_Control_1 PTLG026 CD16 -MFI PTLG026 1 #8E000C
PTLG026_Unstim_Control_2 0.1518582477214702 Unstim_Control_2 PTLG026 CD16 -MFI PTLG026 1 #8E000C
PTLG027_IFNa_LPS_Control_1 0.06223795731169961 IFNa_LPS_Control_1 PTLG027 CD16 -MFI none 0 #AEAEAE
PTLG027_IFNa_LPS_Control_2 0.05786922684741664 IFNa_LPS_Control_2 PTLG027 CD16 -MFI PTLG027 1 #8E000C
PTLG027_Unstim_Control_1 0.08954281333377566 Unstim_Control_1 PTLG027 CD16 -MFI none 0 #AEAEAE
PTLG027_Unstim_Control_2 0.07058938899704392 Unstim_Control_2 PTLG027 CD16 -MFI PTLG027 1 #8E000C
PTLG028_IFNa_LPS_Control_1 0 IFNa_LPS_Control_1 PTLG028 CD16 -MFI none 0 #AEAEAE
PTLG028_IFNa_LPS_Control_2 0 IFNa_LPS_Control_2 PTLG028 CD16 -MFI none 0 #AEAEAE
PTLG028_Unstim_Control_1 0 Unstim_Control_1 PTLG028 CD16 -MFI none 0 #AEAEAE
PTLG028_Unstim_Control_2 0 Unstim_Control_2 PTLG028 CD16 -MFI none 0 #AEAEAE
PTLG030_IFNa_LPS_Control_1 0 IFNa_LPS_Control_1 PTLG030 CD16 -MFI none 0 #AEAEAE
PTLG030_IFNa_LPS_Control_2 0 IFNa_LPS_Control_2 PTLG030 CD16 -MFI none 0 #AEAEAE
PTLG030_Unstim_Control_1 0 Unstim_Control_1 PTLG030 CD16 -MFI none 0 #AEAEAE
PTLG030_Unstim_Control_2 0 Unstim_Control_2 PTLG030 CD16 -MFI none 0 #AEAEAE
PTLG031_IFNa_LPS_Control_1 0 IFNa_LPS_Control_1 PTLG031 CD16 -MFI none 0 #AEAEAE
PTLG031_IFNa_LPS_Control_2 0 IFNa_LPS_Control_2 PTLG031 CD16 -MFI none 0 #AEAEAE
PTLG031_Unstim_Control_1 0.012415188493024271 Unstim_Control_1 PTLG031 CD16 -MFI none 0 #AEAEAE
PTLG031_Unstim_Control_2 0 Unstim_Control_2 PTLG031 CD16 -MFI none 0 #AEAEAE
PTLG032_IFNa_LPS_Control_1 0 IFNa_LPS_Control_1 PTLG032 CD16 -MFI none 0 #AEAEAE
PTLG032_IFNa_LPS_Control_2 0 IFNa_LPS_Control_2 PTLG032 CD16 -MFI none 0 #AEAEAE
PTLG032_Unstim_Control_1 0 Unstim_Control_1 PTLG032 CD16 -MFI none 0 #AEAEAE
PTLG032_Unstim_Control_2 0 Unstim_Control_2 PTLG032 CD16 -MFI none 0 #AEAEAE
PTLG033_IFNa_LPS_Control_1 0 IFNa_LPS_Control_1 PTLG033 CD16 -MFI none 0 #AEAEAE
PTLG033_IFNa_LPS_Control_2 0 IFNa_LPS_Control_2 PTLG033 CD16 -MFI none 0 #AEAEAE
PTLG033_Unstim_Control_1 0 Unstim_Control_1 PTLG033 CD16 -MFI none 0 #AEAEAE
PTLG033_Unstim_Control_2 0 Unstim_Control_2 PTLG033 CD16 -MFI none 0 #AEAEAE
PTLG034_IFNa_LPS_Control_1 0 IFNa_LPS_Control_1 PTLG034 CD16 -MFI none 0 #AEAEAE
PTLG034_IFNa_LPS_Control_2 0 IFNa_LPS_Control_2 PTLG034 CD16 -MFI none 0 #AEAEAE
PTLG034_Unstim_Control_1 0 Unstim_Control_1 PTLG034 CD16 -MFI none 0 #AEAEAE
PTLG034_Unstim_Control_2 0 Unstim_Control_2 PTLG034 CD16 -MFI none 0 #AEAEAE
PTLG021_IFNa_LPS_Control_1 0.5776425962154944 IFNa_LPS_Control_1 PTLG021 NFkB -MFI none 0 #AEAEAE
PTLG021_IFNa_LPS_Control_2 0.6200748784798816 IFNa_LPS_Control_2 PTLG021 NFkB -MFI none 0 #AEAEAE
PTLG021_Unstim_Control_1 0.46707184838706173 Unstim_Control_1 PTLG021 NFkB -MFI none 0 #AEAEAE
PTLG021_Unstim_Control_2 0.5106726727353978 Unstim_Control_2 PTLG021 NFkB -MFI none 0 #AEAEAE
PTLG025_IFNa_LPS_Control_1 0.5562494374207465 IFNa_LPS_Control_1 PTLG025 NFkB -MFI none 0 #AEAEAE
PTLG025_IFNa_LPS_Control_2 0.5963783569014374 IFNa_LPS_Control_2 PTLG025 NFkB -MFI none 0 #AEAEAE
PTLG025_Unstim_Control_1 0.44101387792236463 Unstim_Control_1 PTLG025 NFkB -MFI none 0 #AEAEAE
PTLG025_Unstim_Control_2 0.49779450311618745 Unstim_Control_2 PTLG025 NFkB -MFI none 0 #AEAEAE
PTLG026_IFNa_LPS_Control_1 0.5574534916531086 IFNa_LPS_Control_1 PTLG026 NFkB -MFI none 0 #AEAEAE
PTLG026_IFNa_LPS_Control_2 0.5868669691057629 IFNa_LPS_Control_2 PTLG026 NFkB -MFI none 0 #AEAEAE
PTLG026_Unstim_Control_1 0.3632643137884666 Unstim_Control_1 PTLG026 NFkB -MFI PTLG026 1 #8E000C
PTLG026_Unstim_Control_2 0.43838873383270394 Unstim_Control_2 PTLG026 NFkB -MFI none 0 #AEAEAE
PTLG027_IFNa_LPS_Control_1 0.5551544855788314 IFNa_LPS_Control_1 PTLG027 NFkB -MFI none 0 #AEAEAE
PTLG027_IFNa_LPS_Control_2 0.5913256554532025 IFNa_LPS_Control_2 PTLG027 NFkB -MFI none 0 #AEAEAE
PTLG027_Unstim_Control_1 0.3654180708112864 Unstim_Control_1 PTLG027 NFkB -MFI PTLG027 1 #8E000C
PTLG027_Unstim_Control_2 0.43259779099144746 Unstim_Control_2 PTLG027 NFkB -MFI none 0 #AEAEAE
PTLG028_IFNa_LPS_Control_1 0.5382957722479249 IFNa_LPS_Control_1 PTLG028 NFkB -MFI none 0 #AEAEAE
PTLG028_IFNa_LPS_Control_2 0.5925051070253226 IFNa_LPS_Control_2 PTLG028 NFkB -MFI none 0 #AEAEAE
PTLG028_Unstim_Control_1 0.4524652832933044 Unstim_Control_1 PTLG028 NFkB -MFI none 0 #AEAEAE
PTLG028_Unstim_Control_2 0.5091419327468033 Unstim_Control_2 PTLG028 NFkB -MFI none 0 #AEAEAE
PTLG030_IFNa_LPS_Control_1 0.5205329786167767 IFNa_LPS_Control_1 PTLG030 NFkB -MFI none 0 #AEAEAE
PTLG030_IFNa_LPS_Control_2 0.5702163656737703 IFNa_LPS_Control_2 PTLG030 NFkB -MFI none 0 #AEAEAE
PTLG030_Unstim_Control_1 0.42033888959965016 Unstim_Control_1 PTLG030 NFkB -MFI none 0 #AEAEAE
PTLG030_Unstim_Control_2 0.47599444847106664 Unstim_Control_2 PTLG030 NFkB -MFI none 0 #AEAEAE
PTLG031_IFNa_LPS_Control_1 0.5660295569720011 IFNa_LPS_Control_1 PTLG031 NFkB -MFI none 0 #AEAEAE
PTLG031_IFNa_LPS_Control_2 0.6221473727976687 IFNa_LPS_Control_2 PTLG031 NFkB -MFI none 0 #AEAEAE
PTLG031_Unstim_Control_1 0.4491754458297749 Unstim_Control_1 PTLG031 NFkB -MFI none 0 #AEAEAE
PTLG031_Unstim_Control_2 0.5061180972004778 Unstim_Control_2 PTLG031 NFkB -MFI none 0 #AEAEAE
PTLG032_IFNa_LPS_Control_1 0.5570285896397654 IFNa_LPS_Control_1 PTLG032 NFkB -MFI none 0 #AEAEAE
PTLG032_IFNa_LPS_Control_2 0.5989932590950537 IFNa_LPS_Control_2 PTLG032 NFkB -MFI none 0 #AEAEAE
PTLG032_Unstim_Control_1 0.4211681028388078 Unstim_Control_1 PTLG032 NFkB -MFI none 0 #AEAEAE
PTLG032_Unstim_Control_2 0.4795072388698268 Unstim_Control_2 PTLG032 NFkB -MFI none 0 #AEAEAE
PTLG033_IFNa_LPS_Control_1 0.5435979256231955 IFNa_LPS_Control_1 PTLG033 NFkB -MFI none 0 #AEAEAE
PTLG033_IFNa_LPS_Control_2 0.6249949666229878 IFNa_LPS_Control_2 PTLG033 NFkB -MFI none 0 #AEAEAE
PTLG033_Unstim_Control_1 0.45494943059157716 Unstim_Control_1 PTLG033 NFkB -MFI none 0 #AEAEAE
PTLG033_Unstim_Control_2 0.5442579174477868 Unstim_Control_2 PTLG033 NFkB -MFI none 0 #AEAEAE
PTLG034_IFNa_LPS_Control_1 0.5210777110887415 IFNa_LPS_Control_1 PTLG034 NFkB -MFI none 0 #AEAEAE
PTLG034_IFNa_LPS_Control_2 0.6012963248300713 IFNa_LPS_Control_2 PTLG034 NFkB -MFI none 0 #AEAEAE
PTLG034_Unstim_Control_1 0.41971353931131106 Unstim_Control_1 PTLG034 NFkB -MFI none 0 #AEAEAE
PTLG034_Unstim_Control_2 0.5051723610109611 Unstim_Control_2 PTLG034 NFkB -MFI none 0 #AEAEAE
PTLG021_IFNa_LPS_Control_1 0.19693951692977774 IFNa_LPS_Control_1 PTLG021 ERK -MFI none 0 #AEAEAE
PTLG021_IFNa_LPS_Control_2 0.2008895854106718 IFNa_LPS_Control_2 PTLG021 ERK -MFI none 0 #AEAEAE
PTLG021_Unstim_Control_1 0.05732170693516627 Unstim_Control_1 PTLG021 ERK -MFI none 0 #AEAEAE
PTLG021_Unstim_Control_2 0.06823252007514076 Unstim_Control_2 PTLG021 ERK -MFI none 0 #AEAEAE
PTLG025_IFNa_LPS_Control_1 0.16071926331422565 IFNa_LPS_Control_1 PTLG025 ERK -MFI none 0 #AEAEAE
PTLG025_IFNa_LPS_Control_2 0.1626602993777475 IFNa_LPS_Control_2 PTLG025 ERK -MFI none 0 #AEAEAE
PTLG025_Unstim_Control_1 0.008670887104145038 Unstim_Control_1 PTLG025 ERK -MFI PTLG025 1 #8E000C
PTLG025_Unstim_Control_2 0.02532432885793217 Unstim_Control_2 PTLG025 ERK -MFI PTLG025 1 #8E000C
PTLG026_IFNa_LPS_Control_1 0.21754181240172377 IFNa_LPS_Control_1 PTLG026 ERK -MFI none 0 #AEAEAE
PTLG026_IFNa_LPS_Control_2 0.21587099818497765 IFNa_LPS_Control_2 PTLG026 ERK -MFI none 0 #AEAEAE
PTLG026_Unstim_Control_1 0.05149623735574517 Unstim_Control_1 PTLG026 ERK -MFI none 0 #AEAEAE
PTLG026_Unstim_Control_2 0.06829754023433886 Unstim_Control_2 PTLG026 ERK -MFI none 0 #AEAEAE
PTLG027_IFNa_LPS_Control_1 0.20326570504849745 IFNa_LPS_Control_1 PTLG027 ERK -MFI none 0 #AEAEAE
PTLG027_IFNa_LPS_Control_2 0.20508459543934449 IFNa_LPS_Control_2 PTLG027 ERK -MFI none 0 #AEAEAE
PTLG027_Unstim_Control_1 0.03708478082915436 Unstim_Control_1 PTLG027 ERK -MFI none 0 #AEAEAE
PTLG027_Unstim_Control_2 0.05630900199230974 Unstim_Control_2 PTLG027 ERK -MFI none 0 #AEAEAE
PTLG028_IFNa_LPS_Control_1 0.17654868439645893 IFNa_LPS_Control_1 PTLG028 ERK -MFI none 0 #AEAEAE
PTLG028_IFNa_LPS_Control_2 0.1835390030868847 IFNa_LPS_Control_2 PTLG028 ERK -MFI none 0 #AEAEAE
PTLG028_Unstim_Control_1 0.04573575046369996 Unstim_Control_1 PTLG028 ERK -MFI none 0 #AEAEAE
PTLG028_Unstim_Control_2 0.05861608741641987 Unstim_Control_2 PTLG028 ERK -MFI none 0 #AEAEAE
PTLG030_IFNa_LPS_Control_1 0.1685862539619763 IFNa_LPS_Control_1 PTLG030 ERK -MFI none 0 #AEAEAE
PTLG030_IFNa_LPS_Control_2 0.1759665204283979 IFNa_LPS_Control_2 PTLG030 ERK -MFI none 0 #AEAEAE
PTLG030_Unstim_Control_1 0.026963709710705656 Unstim_Control_1 PTLG030 ERK -MFI none 0 #AEAEAE
PTLG030_Unstim_Control_2 0.04332193018154414 Unstim_Control_2 PTLG030 ERK -MFI none 0 #AEAEAE
PTLG031_IFNa_LPS_Control_1 0.22556470333571121 IFNa_LPS_Control_1 PTLG031 ERK -MFI none 0 #AEAEAE
PTLG031_IFNa_LPS_Control_2 0.22887507912623464 IFNa_LPS_Control_2 PTLG031 ERK -MFI none 0 #AEAEAE
PTLG031_Unstim_Control_1 0.0816813028602368 Unstim_Control_1 PTLG031 ERK -MFI none 0 #AEAEAE
PTLG031_Unstim_Control_2 0.09552028111159443 Unstim_Control_2 PTLG031 ERK -MFI PTLG031 1 #8E000C
PTLG032_IFNa_LPS_Control_1 0.20972246638561343 IFNa_LPS_Control_1 PTLG032 ERK -MFI none 0 #AEAEAE
PTLG032_IFNa_LPS_Control_2 0.20725281833729126 IFNa_LPS_Control_2 PTLG032 ERK -MFI none 0 #AEAEAE
PTLG032_Unstim_Control_1 0.05592478761173592 Unstim_Control_1 PTLG032 ERK -MFI none 0 #AEAEAE
PTLG032_Unstim_Control_2 0.07326927498216679 Unstim_Control_2 PTLG032 ERK -MFI none 0 #AEAEAE
PTLG033_IFNa_LPS_Control_1 0.1736642682113204 IFNa_LPS_Control_1 PTLG033 ERK -MFI none 0 #AEAEAE
PTLG033_IFNa_LPS_Control_2 0.195917094045231 IFNa_LPS_Control_2 PTLG033 ERK -MFI none 0 #AEAEAE
PTLG033_Unstim_Control_1 0.047409608947545596 Unstim_Control_1 PTLG033 ERK -MFI none 0 #AEAEAE
PTLG033_Unstim_Control_2 0.06955053992544395 Unstim_Control_2 PTLG033 ERK -MFI none 0 #AEAEAE
PTLG034_IFNa_LPS_Control_1 0.17000513926957364 IFNa_LPS_Control_1 PTLG034 ERK -MFI none 0 #AEAEAE
PTLG034_IFNa_LPS_Control_2 0.189429858467182 IFNa_LPS_Control_2 PTLG034 ERK -MFI none 0 #AEAEAE
PTLG034_Unstim_Control_1 0.03681893936562708 Unstim_Control_1 PTLG034 ERK -MFI none 0 #AEAEAE
PTLG034_Unstim_Control_2 0.05945015665284052 Unstim_Control_2 PTLG034 ERK -MFI none 0 #AEAEAE
